Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
189,Josh Green\greenjo02,SG,20,DAL,33,5,10.8,0.9,2.2,0.431,0.1,0.6,0.143,0.8,1.5,0.549,0.451,0.3,0.5,0.647,0.7,1.2,1.9,0.6,0.4,0.1,0.5,0.7,2.3
190,Blake Griffin\griffbl01,PF,31,TOT,40,24,26.2,3.7,9,0.41,1.5,4.6,0.332,2.2,4.4,0.492,0.494,2,2.7,0.743,0.7,4.4,5,3.1,0.7,0.4,1.5,2.5,11
190,Blake Griffin\griffbl01,PF,31,DET,20,20,31.3,4.1,11.1,0.365,2,6.2,0.315,2.1,4.9,0.429,0.453,2.2,3.1,0.71,0.4,4.9,5.2,3.9,0.7,0.1,1.6,2.1,12.3
190,Blake Griffin\griffbl01,PF,31,BRK,20,4,21,3.4,7,0.482,1.1,3,0.367,2.3,4,0.57,0.561,1.9,2.4,0.787,1,3.9,4.9,2.3,0.7,0.6,1.3,2.9,9.7
191,Kyle Guy\guyky01,PG,23,SAC,26,0,7.2,1,2.7,0.357,0.4,1.5,0.263,0.6,1.2,0.469,0.429,0.5,0.6,0.875,0.2,0.8,1,0.9,0.2,0,0.3,0.6,2.8
192,Rui Hachimura\hachiru01,PF,22,WAS,52,52,31.5,5.3,11.1,0.478,0.8,2.4,0.331,4.5,8.7,0.518,0.513,2.3,3,0.772,0.9,4.7,5.5,1.5,0.8,0.1,1.3,2.1,13.8
193,Ashton Hagans\haganas01,PG,21,MIN,2,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0.5,0,0
194,Tyrese Haliburton\halibty01,PG,20,SAC,58,20,30.1,5,10.7,0.472,2.1,5.1,0.409,2.9,5.6,0.529,0.569,0.8,1,0.857,0.7,2.3,3,5.3,1.3,0.5,1.6,1.4,13
195,Donta Hall\halldo01,PF,23,ORL,8,0,11.5,1.1,1.8,0.643,0,0,,1.1,1.8,0.643,0.643,0.9,1.5,0.583,1.8,2.6,4.4,0.9,0.5,0.8,0.4,1,3.1
196,Josh Hall\halljo01,SF,20,OKC,17,0,13.4,0.9,3.5,0.25,0.2,1.4,0.125,0.7,2.1,0.333,0.275,1.1,1.9,0.545,0.3,2,2.3,1.3,0.1,0.1,1.1,1.4,3
197,R.J. Hampton\hamptrj01,PG-SG,19,TOT,45,1,15.8,2.2,5.2,0.429,0.4,1.5,0.29,1.8,3.6,0.488,0.472,0.9,1.3,0.702,0.5,2.5,3,1.3,0.5,0.2,0.9,1.2,5.8
197,R.J. Hampton\hamptrj01,PG,19,DEN,25,0,9.3,1,2.4,0.417,0.2,0.7,0.278,0.8,1.7,0.476,0.458,0.4,0.5,0.75,0.4,1.6,2,0.6,0.2,0.1,0.4,0.9,2.6
197,R.J. Hampton\hamptrj01,SG,19,ORL,20,1,24,3.8,8.7,0.434,0.8,2.6,0.294,3,6.1,0.492,0.477,1.6,2.3,0.689,0.6,3.7,4.3,2.2,0.8,0.4,1.6,1.6,9.8
198,Tim Hardaway Jr.\hardati02,SG,28,DAL,63,24,28.3,5.7,13,0.44,2.9,7.5,0.388,2.8,5.5,0.51,0.552,1.9,2.4,0.796,0.3,3,3.3,1.7,0.4,0.2,0.9,1.6,16.3
199,James Harden\hardeja01,PG-SG,31,TOT,42,42,37.1,8,17.2,0.463,2.8,7.8,0.358,5.2,9.4,0.549,0.544,6.5,7.5,0.87,0.8,7.2,8,10.9,1.2,0.7,4.1,2.3,25.2
199,James Harden\hardeja01,SG,31,HOU,8,8,36.3,7.5,16.9,0.444,3.1,9,0.347,4.4,7.9,0.556,0.537,6.6,7.5,0.883,0.6,4.5,5.1,10.4,0.9,0.8,4.3,1.8,24.8
199,James Harden\hardeja01,PG,31,BRK,34,34,37.3,8.1,17.3,0.467,2.7,7.5,0.361,5.4,9.8,0.548,0.545,6.5,7.5,0.867,0.9,7.8,8.7,11,1.3,0.7,4.1,2.4,25.4
200,Maurice Harkless\harklma01,PF-SF,27,TOT,31,17,19.4,1.6,3.8,0.419,0.5,2,0.262,1.1,1.8,0.589,0.487,0.8,1,0.8,0.4,1.8,2.1,0.9,0.7,0.5,0.6,2.2,4.5
200,Maurice Harkless\harklma01,SF,27,MIA,11,3,11.3,0.5,1.2,0.385,0.5,1,0.455,0,0.2,0,0.577,0,0.2,0,0.2,1,1.2,0.6,0.2,0.4,0.3,1.3,1.4
200,Maurice Harkless\harklma01,PF,27,SAC,20,14,23.9,2.2,5.2,0.423,0.6,2.5,0.22,1.7,2.7,0.611,0.476,1.2,1.4,0.857,0.5,2.2,2.7,1.1,1,0.7,0.8,2.8,6.2
201,Jared Harper\harpeja01,PG,23,NYK,6,0,2.2,0,0.7,0,0,0.2,0,0,0.5,0,0,0.3,0.3,1,0,0.2,0.2,0,0,0,0.3,0.2,0.3
202,Montrezl Harrell\harremo01,C,27,LAL,64,1,23.4,5.5,8.8,0.627,0,0.2,0,5.5,8.7,0.638,0.627,2.6,3.7,0.711,2.3,4,6.4,1.1,0.7,0.8,1.1,1.9,13.7
203,Gary Harris\harriga01,SG,26,TOT,32,31,28.9,3.6,9,0.404,1.3,3.6,0.345,2.4,5.3,0.444,0.474,1.8,2.3,0.806,0.5,1.7,2.2,2.1,0.8,0.3,0.9,2,10.3
203,Gary Harris\harriga01,SG,26,DEN,19,19,30.6,3.6,8.2,0.442,1.3,3.9,0.32,2.4,4.3,0.556,0.519,1.2,1.6,0.733,0.7,1.8,2.5,1.7,0.9,0.2,0.7,1.9,9.7
203,Gary Harris\harriga01,SG,26,ORL,13,12,26.5,3.6,10.1,0.359,1.2,3.2,0.39,2.4,6.9,0.344,0.42,2.8,3.2,0.857,0.3,1.5,1.8,2.8,0.7,0.4,1.2,2.2,11.2
204,Jalen Harris\harrija01,SG,22,TOR,8,0,5.6,0.9,1.9,0.467,0.8,1,0.75,0.1,0.9,0.143,0.667,0,0,,0.3,0.5,0.8,0.6,0.4,0,0.4,0.6,2.5
205,Joe Harris\harrijo01,SF,29,BRK,66,62,30.9,5.2,10.2,0.509,3.1,6.5,0.48,2.1,3.8,0.558,0.661,0.7,0.9,0.77,0.6,2.9,3.5,1.9,0.7,0.2,0.9,2,14.2
206,Tobias Harris\harrito02,PF,28,PHI,56,56,32.7,7.7,14.8,0.52,1.3,3.3,0.401,6.4,11.5,0.554,0.565,2.9,3.3,0.891,1,6,7,3.6,0.9,0.9,1.8,2,19.7
207,Shaquille Harrison\harrish01,SG,27,TOT,27,0,7.3,0.7,1.9,0.4,0.1,0.2,0.333,0.7,1.6,0.409,0.42,0.5,0.6,0.813,0.2,0.8,1,0.5,0.4,0.1,0.3,0.7,2
207,Shaquille Harrison\harrish01,SG,27,UTA,17,0,3.3,0.4,1.2,0.3,0,0.1,0,0.4,1.1,0.333,0.3,0.3,0.4,0.833,0.2,0.4,0.5,0.5,0.1,0,0.3,0.2,1
207,Shaquille Harrison\harrish01,SG,27,DEN,10,0,14.2,1.4,3,0.467,0.2,0.4,0.5,1.2,2.6,0.462,0.5,0.8,1,0.8,0.2,1.6,1.8,0.5,1,0.3,0.3,1.5,3.8
208,Josh Hart\hartjo01,SF,25,NOP,47,4,28.7,3.2,7.3,0.439,1.3,4.1,0.326,1.9,3.2,0.583,0.531,1.5,1.9,0.775,1.1,6.9,8,2.3,0.8,0.3,1,2.4,9.2
209,Isaiah Hartenstein\harteis01,C,22,TOT,44,2,12.1,2,3.6,0.57,0,0.1,0.4,2,3.5,0.575,0.576,1,1.6,0.638,1.4,2.6,4,1.1,0.4,0.9,1,2.3,5.1
209,Isaiah Hartenstein\harteis01,C,22,DEN,30,0,9.1,1.4,2.7,0.513,0,0,,1.4,2.7,0.513,0.513,0.7,1.2,0.611,1.3,1.5,2.8,0.5,0.4,0.7,0.7,2,3.5
209,Isaiah Hartenstein\harteis01,C,22,CLE,14,2,18.6,3.5,5.6,0.628,0.1,0.4,0.4,3.4,5.2,0.644,0.641,1.6,2.4,0.667,1.6,4.9,6.6,2.4,0.5,1.3,1.5,2.9,8.7
210,Jaxson Hayes\hayesja02,C,20,NOP,54,3,15.3,2.6,3.9,0.656,0.1,0.1,0.429,2.5,3.8,0.663,0.663,1.4,1.7,0.787,1.4,2.7,4,0.5,0.4,0.5,0.7,1.7,6.6
211,Killian Hayes\hayeski01,PG,19,DET,21,14,24.1,2.3,7,0.331,0.6,2.3,0.245,1.8,4.7,0.374,0.372,0.5,0.6,0.769,0.2,2.2,2.5,5,1.2,0.4,3.1,2.1,5.7
212,Gordon Hayward\haywago01,SF,30,CHO,44,44,34,7.1,15,0.473,1.9,4.7,0.415,5.1,10.3,0.499,0.537,3.5,4.2,0.843,0.8,5,5.9,4.1,1.2,0.3,2.1,1.7,19.6
213,Juan Hernangómez\hernaju01,PF,25,MIN,46,6,17.2,2.6,5.7,0.455,1.1,3.2,0.342,1.5,2.6,0.593,0.549,1.2,1.9,0.64,0.9,3.1,4,0.7,0.4,0.2,0.5,0.9,7.5
214,Willy Hernangómez\hernawi01,C,26,NOP,41,6,17,2.9,5.1,0.569,0,0.2,0.1,2.9,4.9,0.592,0.571,1.2,1.7,0.686,2.3,4.2,6.6,0.9,0.4,0.5,0.6,1.3,7
215,Tyler Herro\herroty01,SG,21,MIA,48,14,30.7,5.6,13.1,0.427,1.9,5.5,0.344,3.7,7.6,0.488,0.499,1.9,2.3,0.809,0.5,4.4,4.9,3.4,0.7,0.4,1.9,1.3,14.9
216,Buddy Hield\hieldbu01,SG,28,SAC,64,64,34.4,5.7,14,0.405,4,10.2,0.393,1.7,3.8,0.439,0.548,1.3,1.5,0.848,0.4,4.3,4.7,3.3,0.9,0.4,1.7,2.5,16.7
217,George Hill\hillge01,PG,34,TOT,23,16,23.3,3.4,7,0.484,1.1,2.9,0.373,2.3,4.1,0.564,0.562,1.4,1.8,0.78,0.7,1.7,2.3,2.5,0.7,0.2,1,0.8,9.3
217,George Hill\hillge01,PG,34,OKC,14,14,26.4,4.4,8.6,0.508,1.6,4.1,0.386,2.8,4.5,0.619,0.6,1.5,1.8,0.84,0.6,1.5,2.1,3.1,0.9,0.1,0.9,0.9,11.8
217,George Hill\hillge01,PG,34,PHI,9,2,18.6,1.9,4.6,0.415,0.3,1.1,0.3,1.6,3.4,0.452,0.451,1.2,1.8,0.688,0.8,1.9,2.7,1.7,0.3,0.3,1.3,0.8,5.3
218,Solomon Hill\hillso01,PF,29,ATL,65,14,21.7,1.6,4.4,0.364,1,3.1,0.323,0.6,1.3,0.459,0.477,0.5,0.6,0.762,0.6,2.4,3,1,0.7,0.2,0.6,1.7,4.7
219,Nate Hinton\hintona01,SG,21,DAL,16,0,3.6,0.6,1.4,0.391,0.1,0.5,0.125,0.5,0.9,0.533,0.413,0.3,0.4,0.667,0.1,0.3,0.4,0.3,0.3,0.1,0.3,0.2,1.4
220,Jaylen Hoard\hoardja01,SF,21,OKC,13,0,16.3,2.1,4.5,0.466,0,0.5,0,2.1,4,0.519,0.466,1.5,2.2,0.655,1.3,2.3,3.6,0.9,0.6,0.2,1.2,1.3,5.6
221,Aaron Holiday\holidaa01,PG,24,IND,62,6,17.4,2.6,6.5,0.394,1,2.8,0.378,1.5,3.8,0.406,0.474,1,1.2,0.818,0.2,1.1,1.3,1.7,0.7,0.2,1,1.4,7.2
222,Jrue Holiday\holidjr01,PG,30,MIL,53,50,32.2,6.9,13.7,0.506,1.8,4.7,0.394,5.1,9,0.564,0.573,1.7,2.2,0.776,1.3,3.3,4.6,5.9,1.7,0.6,2.2,1.7,17.4
223,Justin Holiday\holidju01,SG,31,IND,64,48,30.5,3.5,8.7,0.405,2.4,6.3,0.374,1.2,2.4,0.487,0.541,0.9,1.2,0.784,0.5,3.1,3.5,1.7,1.1,0.5,0.8,1.9,10.3
224,Rondae Hollis-Jefferson\holliro01,PF,26,POR,8,1,10.8,0.8,1.8,0.429,0,0.1,0,0.8,1.6,0.462,0.429,1.1,1.8,0.643,1.3,1.1,2.4,1.3,0.3,0.5,0.3,1.8,2.6
225,Richaun Holmes\holmeri01,C,27,SAC,56,56,29.6,6.1,9.5,0.641,0,0.2,0.182,6.1,9.3,0.651,0.643,2.3,2.9,0.789,2.5,6.1,8.6,1.6,0.6,1.6,1.3,3.5,14.5
226,Rodney Hood\hoodro01,SF,28,TOT,53,5,17.3,1.7,4.8,0.361,0.6,2.1,0.306,1.1,2.7,0.403,0.427,0.4,0.5,0.852,0.4,1.4,1.8,1,0.4,0.1,0.7,1.4,4.5
226,Rodney Hood\hoodro01,SF,28,POR,38,5,19.1,1.9,5.3,0.363,0.7,2.2,0.298,1.3,3.1,0.41,0.425,0.2,0.3,0.75,0.5,1.4,1.9,1.2,0.5,0.1,0.8,1.6,4.7
226,Rodney Hood\hoodro01,SF,28,TOR,15,0,12.7,1.3,3.6,0.352,0.6,1.8,0.333,0.7,1.8,0.37,0.435,0.9,1,0.933,0.3,1.3,1.6,0.4,0.2,0.2,0.3,0.9,4.1
227,Al Horford\horfoal01,C,34,OKC,28,28,27.9,5.8,12.9,0.45,2,5.4,0.368,3.8,7.4,0.51,0.528,0.6,0.8,0.818,1,5.7,6.7,3.4,0.9,0.9,1,1.7,14.2
228,Talen Horton-Tucker\hortota01,SG,20,LAL,60,3,19.6,3.4,7.4,0.455,0.5,2,0.258,2.9,5.4,0.528,0.49,1.5,1.9,0.786,0.4,2.3,2.6,2.6,0.9,0.3,1.5,2,8.8
229,Danuel House\houseda01,SF,27,HOU,33,22,26.8,3.1,7.6,0.406,1.5,4.4,0.354,1.5,3.2,0.477,0.508,1.2,1.8,0.661,0.5,3.2,3.8,1.8,0.6,0.5,0.9,1.9,8.9
230,Dwight Howard\howardw01,C,35,PHI,63,5,17.3,2.5,4.4,0.582,0.1,0.3,0.222,2.5,4.1,0.607,0.589,1.8,3.1,0.577,2.7,5.6,8.4,0.8,0.4,0.9,1.6,2.9,6.9
231,Markus Howard\howarma02,SG,21,DEN,31,0,3.3,0.4,1.7,0.25,0.2,1.2,0.162,0.2,0.5,0.467,0.308,0,0.1,0.5,0,0.4,0.4,0.4,0.1,0,0.3,0.5,1.1
232,Kevin Huerter\huertke01,SG,22,ATL,64,47,31,4.6,10.7,0.435,2,5.6,0.364,2.6,5,0.514,0.531,0.8,1,0.79,0.5,2.8,3.3,3.5,1.2,0.3,1.2,2.4,12.1
233,Elijah Hughes\hugheel01,SF,22,UTA,16,0,3.5,0.5,1.7,0.296,0.4,1.3,0.286,0.1,0.4,0.333,0.407,0.2,0.3,0.75,0,0.4,0.4,0.3,0.1,0.1,0.4,0.1,1.6
234,De'Andre Hunter\huntede01,SF,23,ATL,20,18,31.3,5.6,11.2,0.502,1.6,4.4,0.356,4.1,6.8,0.596,0.572,3.3,3.8,0.867,0.8,4.3,5.1,2.1,0.9,0.5,1.4,2.7,16
235,Chandler Hutchison\hutchch01,SF,24,TOT,18,0,13.7,1.7,4.3,0.397,0.3,0.9,0.313,1.4,3.4,0.419,0.429,0.7,0.8,0.867,0.3,2.9,3.2,0.8,0.4,0.1,0.9,1.3,4.4
235,Chandler Hutchison\hutchch01,SF,24,CHI,7,0,9.1,0.7,2.6,0.278,0.1,0.4,0.333,0.6,2.1,0.267,0.306,0.3,0.3,1,0.1,2.7,2.9,0.6,0.1,0,0.7,1.3,1.9
235,Chandler Hutchison\hutchch01,SF,24,WAS,11,0,16.5,2.4,5.5,0.433,0.4,1.2,0.308,2,4.3,0.468,0.467,1,1.2,0.846,0.4,3.1,3.5,1,0.6,0.1,1,1.3,6.1
236,Serge Ibaka\ibakase01,C,31,LAC,39,39,23.6,4.5,8.9,0.507,1,2.8,0.352,3.5,6.1,0.577,0.562,0.9,1.2,0.822,1.7,4.9,6.7,1.7,0.2,1.2,1.1,1.9,10.9
237,Andre Iguodala\iguodan01,SF,37,MIA,58,5,21.4,1.5,4.1,0.377,1,3,0.335,0.5,1,0.5,0.502,0.4,0.6,0.667,0.6,3,3.6,2.2,1,0.6,1,1.4,4.5
238,Ersan İlyasova\ilyaser01,PF,33,UTA,14,1,9.2,1.4,3.1,0.455,1.2,2.6,0.472,0.2,0.6,0.375,0.648,0.2,0.2,1,0.4,1.5,1.9,0.2,0.7,0.2,0.4,1.6,4.3
239,Joe Ingles\inglejo01,SF,33,UTA,60,23,27.6,4.2,8.3,0.503,2.8,6,0.469,1.4,2.3,0.591,0.673,1.1,1.4,0.84,0.5,3.2,3.6,4.6,0.7,0.2,1.7,1.8,12.3
240,Brandon Ingram\ingrabr01,SF,23,NOP,61,61,34.3,8.4,18,0.466,2.3,6.1,0.381,6.1,11.9,0.51,0.531,4.6,5.2,0.878,0.6,4.3,4.9,4.9,0.7,0.6,2.5,2,23.8
241,Kyrie Irving\irvinky01,PG,28,BRK,49,49,35.3,10.2,20.4,0.5,2.7,7,0.385,7.5,13.4,0.561,0.566,3.9,4.2,0.922,1.1,3.9,4.9,6.3,1.4,0.6,2.5,2.6,27
242,Wesley Iwundu\iwundwe01,SF,26,TOT,37,4,13,0.8,2.4,0.344,0.1,1.1,0.128,0.7,1.4,0.51,0.372,0.6,0.8,0.828,0.3,1.8,2.1,0.4,0.4,0.1,0.5,1.2,2.5
242,Wesley Iwundu\iwundwe01,SF,26,DAL,23,3,12.5,0.7,2.3,0.327,0.1,1,0.13,0.6,1.3,0.483,0.356,0.5,0.6,0.857,0.3,1.7,1.9,0.4,0.4,0.1,0.3,1.1,2.1
242,Wesley Iwundu\iwundwe01,SF,26,NOP,14,1,13.7,1,2.7,0.368,0.1,1.1,0.125,0.9,1.6,0.545,0.395,0.9,1.1,0.8,0.4,2.1,2.5,0.4,0.4,0.1,0.8,1.4,3
243,Frank Jackson\jacksfr01,PG,22,DET,37,4,18.4,3.4,7.4,0.46,1.6,3.9,0.406,1.8,3.5,0.519,0.566,1.5,1.9,0.812,0.4,1.8,2.2,0.9,0.3,0,0.9,1.3,9.9
244,Jaren Jackson Jr.\jacksja02,C,21,MEM,6,0,21.5,4.7,10.7,0.438,1,4.5,0.222,3.7,6.2,0.595,0.484,3.5,4.5,0.778,1.2,4.3,5.5,0.8,0.2,1.5,1,4,13.8
245,Josh Jackson\jacksjo02,SG,23,DET,59,23,25.1,4.8,11.4,0.422,1.2,4.1,0.301,3.6,7.4,0.488,0.475,2.5,3.5,0.727,0.9,3.1,4,2.2,0.8,0.7,2.2,2.8,13.4
246,Justin Jackson\jacksju01,SF,25,OKC,33,3,16.5,2.6,6.4,0.406,1,3.4,0.306,1.6,3.1,0.515,0.486,0.9,1.1,0.857,0.4,1.7,2.2,1.5,0.5,0.1,0.9,0.9,7.2
247,Reggie Jackson\jacksre01,SG,30,LAC,62,40,23.1,3.9,8.8,0.448,1.8,4,0.438,2.2,4.7,0.456,0.549,1,1.3,0.81,0.4,2.5,2.9,3.2,0.6,0.1,1.1,2,10.7
248,Justin James\jamesju01,SF,24,SAC,30,0,7.1,1,2.1,0.453,0.3,0.9,0.308,0.7,1.3,0.553,0.516,0.4,0.7,0.5,0.1,0.4,0.5,0.5,0.1,0,0.3,0.5,2.6
249,LeBron James\jamesle01,PG,36,LAL,43,43,33.7,9.3,18.1,0.513,2.3,6.4,0.366,7,11.7,0.594,0.578,4.1,5.8,0.701,0.6,7.3,7.9,7.8,1,0.6,3.8,1.6,25
250,Mike James\jamesmi02,PG,30,BRK,7,0,16.1,2.4,6.1,0.395,0.7,2,0.357,1.7,4.1,0.414,0.453,1.1,1.7,0.667,0.4,1.1,1.6,3.6,0.1,0,1.3,0.4,6.7
251,DaQuan Jeffries\jeffrda01,SG,23,TOT,27,2,13.5,1.3,3.3,0.398,0.6,1.8,0.306,0.7,1.4,0.513,0.483,0.2,0.3,0.857,0.6,1.3,1.9,0.4,0.4,0.4,0.4,1.3,3.4
251,DaQuan Jeffries\jeffrda01,SG,23,SAC,18,2,12.9,1.3,3.2,0.421,0.5,1.6,0.321,0.8,1.6,0.517,0.5,0.3,0.4,0.857,0.5,1.1,1.6,0.3,0.4,0.2,0.4,1.3,3.5
251,DaQuan Jeffries\jeffrda01,SG,23,HOU,9,0,14.7,1.2,3.4,0.355,0.7,2.3,0.286,0.6,1.1,0.5,0.452,0,0,,0.9,1.7,2.6,0.7,0.3,0.7,0.2,1.3,3.1
252,Ty Jerome\jeromty01,SG,23,OKC,32,1,23.9,3.8,8.5,0.44,2.1,5.1,0.42,1.6,3.5,0.468,0.564,0.7,0.9,0.733,0.3,2.4,2.7,3.7,0.6,0.2,1.5,1.8,10.3
253,Isaiah Joe\joeis01,SG,21,PHI,35,1,8.9,1,3,0.33,0.8,2.4,0.337,0.2,0.7,0.304,0.462,0.4,0.5,0.722,0.2,0.7,0.9,0.5,0.3,0.1,0.3,0.8,3.2
254,Alize Johnson\johnsal02,PF,24,BRK,15,0,12.1,2.6,4.3,0.6,0.1,0.4,0.167,2.5,3.9,0.644,0.608,0.9,0.9,1,1.7,4.2,5.9,0.9,0.3,0.3,0.6,1,6.1
255,Cameron Johnson\johnsca02,PF,24,PHO,59,11,24,3.4,8,0.426,2,5.6,0.356,1.4,2.5,0.586,0.55,0.8,1,0.847,0.5,2.8,3.3,1.5,0.6,0.3,0.7,1.4,9.7
256,James Johnson\johnsja01,PF,33,TOT,45,6,19.8,2.7,6.1,0.436,0.6,2.4,0.25,2.1,3.7,0.557,0.485,0.8,1.3,0.617,0.6,2.7,3.3,1.9,0.8,0.9,1.1,2.4,6.8
256,James Johnson\johnsja01,PF,33,DAL,29,1,17.4,2.3,5,0.462,0.5,2.1,0.25,1.8,2.9,0.612,0.514,0.6,1,0.586,0.5,2.5,3,1.7,0.8,0.8,0.9,2,5.7
256,James Johnson\johnsja01,PF,33,NOP,16,5,24.3,3.3,8.1,0.408,0.8,3,0.25,2.6,5.1,0.5,0.454,1.3,1.9,0.645,0.8,3.1,3.9,2.1,0.9,1.1,1.3,3,8.6
257,Keldon Johnson\johnske04,SF,21,SAS,61,59,29,5,10.3,0.482,0.9,2.6,0.34,4.1,7.7,0.53,0.525,2,2.8,0.725,1.4,4.9,6.3,1.8,0.6,0.4,1.1,2.1,12.9
258,Stanley Johnson\johnsst04,PF,24,TOR,55,8,14.9,1.1,3,0.377,0.6,1.8,0.327,0.5,1.2,0.455,0.476,0.5,0.5,0.833,0.4,1.8,2.3,1.2,0.8,0.3,0.8,1.8,3.3
259,Tyler Johnson\johnsty01,SG,28,BRK,36,3,17.4,1.8,4.7,0.388,1.3,3.4,0.363,0.6,1.3,0.457,0.521,0.5,0.6,0.857,0.2,1.8,1.9,1.1,0.4,0,0.4,1,5.4
260,Nikola Jokić\jokicni01,C,25,DEN,65,65,35,10.2,18.2,0.564,1.4,3.4,0.409,8.9,14.8,0.6,0.603,4.4,5.2,0.86,2.8,8.1,10.9,8.5,1.4,0.7,3.1,2.6,26.3
261,Damian Jones\jonesda03,C,25,TOT,32,8,11.8,1.3,1.8,0.729,0,0,0,1.3,1.8,0.741,0.729,1,1.3,0.762,0.8,1.6,2.4,0.5,0.3,0.5,0.6,1.9,3.7
261,Damian Jones\jonesda03,C,25,PHO,14,0,6.7,0.6,1.1,0.5,0,0.1,0,0.6,1.1,0.533,0.5,0.4,0.8,0.545,0.5,0.8,1.3,0.3,0.1,0.4,0.4,1.4,1.6
261,Damian Jones\jonesda03,C,25,LAL,8,6,14,2,2.1,0.941,0,0,,2,2.1,0.941,0.941,1.4,1.5,0.917,1,2.3,3.3,0.1,0.1,0.9,0.6,2.8,5.4
261,Damian Jones\jonesda03,C,25,SAC,10,2,17.1,1.9,2.6,0.731,0,0,,1.9,2.6,0.731,0.731,1.5,1.9,0.789,1,2.2,3.2,1.1,0.6,0.4,0.7,1.9,5.3
262,Derrick Jones Jr.\jonesde02,SF,23,POR,55,42,23.1,2.5,5.3,0.478,0.8,2.4,0.323,1.8,2.9,0.606,0.551,1,1.6,0.64,1.4,2.3,3.7,0.8,0.7,1,0.5,2.2,6.9
263,Mason Jones\jonesma05,SG,22,TOT,32,1,10.4,1.6,3.8,0.423,0.8,2.1,0.364,0.9,1.8,0.491,0.52,1.3,2,0.625,0.2,1.5,1.7,1.3,0.2,0,0.9,0.8,5.3
263,Mason Jones\jonesma05,SG,22,HOU,26,1,11.8,1.8,4.4,0.412,0.9,2.5,0.359,0.9,1.9,0.48,0.513,1.3,2.2,0.614,0.2,1.8,2,1.5,0.2,0,1.1,0.8,5.8
263,Mason Jones\jonesma05,SG,22,PHI,6,0,4.5,0.8,1.5,0.556,0.2,0.3,0.5,0.7,1.2,0.571,0.611,0.8,1.2,0.714,0.5,0.2,0.7,0.5,0.2,0,0.2,0.3,2.7
264,Tre Jones\jonestr01,PG,21,SAS,31,1,5.8,0.8,1.7,0.444,0.1,0.1,0.667,0.7,1.6,0.431,0.463,0.3,0.3,1,0.2,0.3,0.5,0.7,0.2,0,0.4,0.3,1.9
265,Tyus Jones\jonesty01,PG,24,MEM,62,8,18,2.7,6.2,0.435,0.7,2.1,0.318,2,4.1,0.496,0.49,0.6,0.7,0.902,0.3,1.7,2,3.8,1,0.1,0.7,0.5,6.7
266,DeAndre Jordan\jordade01,C,32,BRK,56,43,22.2,3.4,4.4,0.763,0,0,0,3.4,4.4,0.766,0.763,0.8,1.6,0.5,2.1,5.5,7.6,1.6,0.3,1.2,1.5,2.1,7.6
267,Cory Joseph\josepco01,PG,29,TOT,60,10,22.7,3.1,6.5,0.469,0.7,2.1,0.344,2.4,4.5,0.528,0.524,1.2,1.4,0.812,0.6,1.9,2.5,3.2,1,0.3,1.2,2.2,8
267,Cory Joseph\josepco01,PG,29,SAC,44,2,21.5,2.5,5.7,0.444,0.7,2.1,0.33,1.8,3.5,0.513,0.506,0.8,1.1,0.766,0.6,1.7,2.3,2.5,0.9,0.2,1,2.2,6.6
267,Cory Joseph\josepco01,PG,29,DET,16,8,26.1,4.6,8.9,0.514,0.8,1.9,0.387,3.8,6.9,0.55,0.556,2.1,2.4,0.868,0.5,2.6,3.1,5.4,1.2,0.4,1.8,2.1,11.9
268,Mfiondu Kabengele\kabenmf01,PF,23,TOT,32,0,5.5,0.6,1.6,0.373,0.3,0.9,0.3,0.3,0.7,0.476,0.461,0.3,0.3,0.818,0.1,0.8,0.9,0.4,0.2,0.2,0.3,0.9,1.8
268,Mfiondu Kabengele\kabenmf01,PF,23,LAC,23,0,4.1,0.4,1.4,0.281,0.2,0.8,0.222,0.2,0.6,0.357,0.344,0.2,0.3,0.833,0,0.6,0.6,0.2,0.1,0.1,0.3,0.8,1.2
268,Mfiondu Kabengele\kabenmf01,PF,23,CLE,9,0,9.2,1.1,2.1,0.526,0.6,1.3,0.417,0.6,0.8,0.714,0.658,0.4,0.6,0.8,0.2,1.3,1.6,0.8,0.4,0.4,0.4,1.2,3.2
269,Frank Kaminsky\kaminfr01,C,27,PHO,40,13,14.6,2.6,5.3,0.481,0.7,1.9,0.373,1.9,3.4,0.54,0.547,0.7,1.2,0.583,0.7,3,3.7,1.5,0.3,0.4,0.4,1.3,6.5
270,Enes Kanter\kanteen01,C,28,POR,65,35,25,4.8,8,0.604,0,0,0,4.8,8,0.605,0.604,1.8,2.3,0.78,4,7.1,11.2,1.2,0.5,0.7,1.1,2.4,11.4
271,Luke Kennard\kennalu01,SG,24,LAC,58,15,19.6,3.1,6.4,0.479,1.6,3.5,0.46,1.5,3,0.5,0.603,0.4,0.5,0.828,0.2,2.4,2.7,1.7,0.3,0.2,0.8,1.5,8.2
272,Maxi Kleber\klebima01,PF,29,DAL,48,40,27.3,2.4,5.5,0.425,1.8,4.3,0.415,0.6,1.3,0.459,0.585,0.7,0.8,0.919,0.9,4.3,5.2,1.3,0.5,0.7,0.6,2.2,7.2
